case_id,method,prototype_id,backbone_variant,density_level,replicate,production_seed,generation_success,l1_generation_success,unit_generation_applicable,unit_generation_success,error_type,error_message,ordinary_l1_count,selected_l2_count,branchunit_count,shared_stage3_plan_id,shared_stage4_inventory_id,shared_conflict_graph_id,method_plan_id,method_selection_id,runtime_seconds,method_dir,mechanical_evaluation_success,internal_unit_crossing_count,cross_unit_crossing_count,ordinary_backbone_nonroot_crossing_count,ordinary_support_crossing_count,periodic_crossing_count,minimum_cross_unit_clearance,minimum_full_unit_clearance_required,clearance_violation_count,flower_region_intrusion_curve_count,backbone_seam_position_gap,backbone_seam_tangent_dot,periodic_seam_violation_count,parallel_cotravel_total,parallel_cotravel_peak,l1_layout_crossing_count,l1_layout_periodic_crossing_count,l1_layout_minimum_clearance,l1_layout_parallel_cotravel_total,l1_layout_parallel_cotravel_peak,l1_count,l2_count,branchunit_count_evaluated,ordinary_total_length,ordinary_mean_length,mean_backbone_excursion,vertical_span,occupied_area_ratio,upper_allocation_ratio,lower_allocation_ratio,hierarchy_l1_only_ratio,hierarchy_single_l2_ratio,hierarchy_opposed_l2_ratio,density_resource_D,root_hist_0,root_hist_1,root_hist_2,root_hist_3,root_hist_4,root_hist_5,root_hist_6,root_hist_7,root_gap_q25,root_gap_q50,root_gap_q75,root_gap_max,root_coverage_qcov,root_concentration,mechanical_evaluation_error,l2_unit_ratio,mechanically_legal
C045,IndependentCurve,proto_sw_2_3,compact,medium,1,100004,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.042320399999880465,raw_cases/C045/methods/IndependentCurve,1,0,1,0,0,0,0.0,0.02,1,0,0.0,0.9999999999999999,0,0.0,0.0,1,0,0.0,3.7674941454322046,0.8872344332285191,6,0,6,1.257833084896506,0.209638847482751,0.06935511748161528,0.280136747,0.022312454312865496,1.0,0.0,1.0,0.0,0.0,0.451624997,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.06060606025000001,0.06060606099999999,0.06060606099999999,0.727272727,0.272727273,0.3333333333333333,,0.0,0.0
C045,FixedSlot,proto_sw_2_3,compact,medium,1,100004,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,15.173564699998678,raw_cases/C045/methods/FixedSlot,1,0,0,0,0,0,0.07867423905584711,0.02,0,0,0.0,0.9999999999999999,0,0.06155594160782621,0.023763681950228415,0,0,0.07867423905584711,3.8993924321219913,0.49241540848368254,6,2,6,2.383200461075339,0.29790005763441735,0.1477755963596398,0.7196055719999999,0.04153531615497076,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.451624997,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.07748630875000001,0.10220890599999999,0.18423456175,0.45610787500000005,0.543892125,0.3333333333333333,,0.33333333333333337,1.0
C045,LocalGreedy,proto_sw_2_3,compact,medium,1,100004,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__unit_candidates_v2,eb74c711024636ee791ccd61e648e56e168df27d26ea19ab0212a2c35651ff1d,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.05385109999770066,raw_cases/C045/methods/LocalGreedy,1,0,0,0,0,0,0.031816857265598956,0.02,0,0,0.0,0.9999999999999999,0,0.8062808505170527,0.38907551077823066,0,0,0.03181699040810108,0.6249705057787841,0.18336729642175084,6,3,6,1.508844780800533,0.16764942008894812,0.08299169344720292,0.419577055,0.02352316337719298,0.5,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.451624997,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.090909091,0.09090909100000001,0.18181818175,0.42424242500000003,0.5757575749999999,0.3333333333333333,,0.33333333333333337,1.0
C045,Ours,proto_sw_2_3,compact,medium,1,100004,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__unit_candidates_v2,eb74c711024636ee791ccd61e648e56e168df27d26ea19ab0212a2c35651ff1d,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_3906224916__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.06403539999882923,raw_cases/C045/methods/Ours,1,0,0,0,0,0,0.031816857265598956,0.02,0,0,0.0,0.9999999999999999,0,0.03849123255037678,0.014217248693644227,0,0,0.03181699040810108,0.6249705057787841,0.18336729642175084,6,3,6,1.4336925752675678,0.15929917502972976,0.092809686447879,0.49962714100000005,0.024054276315789474,0.5,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.451624997,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.090909091,0.09090909100000001,0.18181818175,0.42424242500000003,0.5757575749999999,0.3333333333333333,,0.33333333333333337,1.0
C046,IndependentCurve,proto_sw_2_3,compact,medium,2,100013,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.0456211999990046,raw_cases/C046/methods/IndependentCurve,1,0,1,0,0,6,0.0,0.02,1,0,0.0,1.0000000000000002,0,0.0,0.0,1,2,0.0,2.274722065234089,0.8020718812805278,6,0,6,1.2502769187981893,0.20837948646636487,0.06430379642303723,0.43563859499999996,0.015590734649122808,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.489860654,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.030303030999999987,0.04545454550000001,0.06060606000000002,0.787878788,0.212121212,0.5,,0.0,0.0
C046,FixedSlot,proto_sw_2_3,compact,medium,2,100013,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__baseline_fixedslot,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,11.14612649999981,raw_cases/C046/methods/FixedSlot,1,0,0,0,0,0,0.08410017097107463,0.02,0,0,0.0,1.0000000000000002,0,0.03286403743743496,0.023466969878592547,0,0,0.08410017097107463,4.443986056744352,0.563305966777586,6,1,6,2.499199116131068,0.3570284451615811,0.15501931284074386,0.823850683,0.04368832236842105,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.489860654,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.07491528649999996,0.11406995900000005,0.16555364449999999,0.46569262599999994,0.5343073740000001,0.3333333333333333,,0.16666666666666663,1.0
C046,LocalGreedy,proto_sw_2_3,compact,medium,2,100013,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__unit_candidates_v2,32b7206f4bfbdc9c545e34b4a1ee53a0e70b52e37ed547dd22f5b69575e51ad8,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_sparse5e,0.04993960000138031,raw_cases/C046/methods/LocalGreedy,1,0,0,0,0,0,0.07958688883844672,0.02,0,0,0.0,1.0000000000000002,0,0.07284704727822579,0.05022847909409558,0,0,0.07958688883844672,0.5918031609398493,0.18053755565044183,6,2,6,1.3080731585300107,0.16350914481625134,0.06959831432352602,0.37067199400000006,0.023106268274853802,0.5,0.5,0.8333333333333334,0.0,0.16666666666666666,0.489860654,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0984848485,0.121212121,0.12121212174999998,0.454545454,0.545454546,0.3333333333333333,,0.16666666666666663,1.0
C046,Ours,proto_sw_2_3,compact,medium,2,100013,1,1,1,1,,,6,1,6,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__unit_candidates_v2,32b7206f4bfbdc9c545e34b4a1ee53a0e70b52e37ed547dd22f5b69575e51ad8,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium,proto_sw_2_3__seed_1575422959__global_l1_flow_v3__density_medium__unit_candidates_v2__global_unit_selection_joint_h2b,0.050270699997781776,raw_cases/C046/methods/Ours,1,0,0,0,0,0,0.07958688883844672,0.02,0,0,0.0,1.0000000000000002,0,0.0019279895256370295,0.0010861167052557397,0,0,0.07958688883844672,0.5918031609398493,0.18053755565044183,6,1,6,1.3022922714497154,0.18604175306424506,0.08460678655230847,0.403175764,0.02331186038011696,0.5,0.5,0.8333333333333334,0.16666666666666666,0.0,0.489860654,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0984848485,0.121212121,0.12121212174999998,0.454545454,0.545454546,0.3333333333333333,,0.16666666666666663,1.0
C047,IndependentCurve,proto_sw_2_3,compact,rich,1,100014,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.03938920000291546,raw_cases/C047/methods/IndependentCurve,1,0,0,0,0,0,0.015192837094346911,0.02,1,0,0.0,1.0,0,0.0,0.0,0,0,0.015192837094346911,2.235586561422852,0.8630106489285737,6,0,6,1.2463189913488422,0.2077198318914737,0.07491020280928115,0.4161701400000001,0.02070769371345029,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.645549643,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.03030303000000001,0.04545454550000001,0.21969697,0.575757576,0.424242424,0.6666666666666666,,0.0,0.0
C047,FixedSlot,proto_sw_2_3,compact,rich,1,100014,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,11.428442400003405,raw_cases/C047/methods/FixedSlot,1,0,0,0,0,0,0.0751624718618943,0.02,0,0,0.0,1.0,0,0.1092052784162876,0.0442658789264583,0,0,0.0751624718618943,4.146638431117139,0.5766100560136184,6,2,6,2.3982140719239693,0.29977675899049616,0.15619143794074797,0.799122928,0.0416609557748538,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.645549643,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.07601174600000002,0.11832928250000002,0.16367701175000002,0.465439597,0.534560403,0.3333333333333333,,0.33333333333333337,1.0
C047,LocalGreedy,proto_sw_2_3,compact,rich,1,100014,1,1,1,1,,,6,4,6,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__unit_candidates_v2,e7ac20b8ac41288eb7daab883e72421a66fa3b88d7f0b171b4340e81ad01f84e,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.05421019999994314,raw_cases/C047/methods/LocalGreedy,1,0,0,0,0,0,0.041022201474823466,0.02,0,1,0.0,1.0,0,0.4804961477185388,0.25328804793515397,0,0,0.041680851417928017,1.0544561488063307,0.32878793441009885,6,4,6,1.769145782341414,0.17691457823414136,0.0959290137958165,0.49322727299999997,0.027703536184210526,0.5,0.5,0.6666666666666666,0.0,0.3333333333333333,0.645549643,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.12121212125,0.12121212199999999,0.16666666625,0.36363636299999996,0.6363636370000001,0.3333333333333333,,0.33333333333333337,0.0
C047,Ours,proto_sw_2_3,compact,rich,1,100014,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__unit_candidates_v2,e7ac20b8ac41288eb7daab883e72421a66fa3b88d7f0b171b4340e81ad01f84e,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_3322687601__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.08218649999980698,raw_cases/C047/methods/Ours,1,0,0,0,0,0,0.041022201474823466,0.02,0,1,0.0,1.0,0,0.035556271106751795,0.013694477229190871,0,0,0.041680851417928017,1.0544561488063307,0.32878793441009885,6,3,6,1.6538213828219148,0.1837579314246572,0.10085816981256408,0.5408503739999999,0.0258703399122807,0.5,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.645549643,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.12121212125,0.12121212199999999,0.16666666625,0.36363636299999996,0.6363636370000001,0.3333333333333333,,0.33333333333333337,0.0
C048,IndependentCurve,proto_sw_2_3,compact,rich,2,100032,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__baseline_independentcurve,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__baseline_independentcurve__selection,0.040379899997788016,raw_cases/C048/methods/IndependentCurve,1,0,0,0,0,3,0.0,0.02,1,0,0.0,0.9999999999999999,0,0.0,0.0,0,1,0.0,3.513575435992202,0.6803416445949155,6,0,6,1.2461284719736292,0.20768807866227154,0.0698361814851372,0.36808943699999996,0.01854326571637427,0.5,0.5,1.0,0.0,0.0,0.659567382,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.037878788499999996,0.07575757550000001,0.13636363575,0.6666666670000001,0.3333333329999999,0.5,,0.0,0.0
C048,FixedSlot,proto_sw_2_3,compact,rich,2,100032,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich,,,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__baseline_fixedslot,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,15.046760499997617,raw_cases/C048/methods/FixedSlot,1,0,0,0,0,0,0.07408827868516359,0.02,0,0,0.0,0.9999999999999999,0,0.03694337460197863,0.0220633606281215,0,0,0.0741775929035665,3.3715470238706846,0.5620949283907194,6,2,6,2.4384313789399172,0.30480392236748965,0.16193663673760117,0.714606165,0.04230057565789474,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.659567382,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08889694899999996,0.11036219049999996,0.16420788775000003,0.4326141130000001,0.5673858869999999,0.16666666666666666,,0.33333333333333337,1.0
C048,LocalGreedy,proto_sw_2_3,compact,rich,2,100032,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__unit_candidates_v2,1163ae890eb204b1f7c1f79fd236ce9ae8588224ecf77a92dadf6557234ed577,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_sparse5e,0.05365140000139945,raw_cases/C048/methods/LocalGreedy,1,0,0,0,0,0,0.08527335968485346,0.02,0,0,0.0,0.9999999999999999,0,0.2274214883041423,0.1250679845391736,0,0,0.08527335968485346,1.4922321290590146,0.3464146949886627,6,3,6,1.7733406979486825,0.19703785532763135,0.11397818003857833,0.597126329,0.030913057383040937,0.5,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.659567382,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.10606060625000002,0.151515152,0.17424242375000001,0.333333333,0.666666667,0.16666666666666666,,0.33333333333333337,1.0
C048,Ours,proto_sw_2_3,compact,rich,2,100032,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__unit_candidates_v2,1163ae890eb204b1f7c1f79fd236ce9ae8588224ecf77a92dadf6557234ed577,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich,proto_sw_2_3__seed_279600048__global_l1_flow_v3__density_rich__unit_candidates_v2__global_unit_selection_joint_h2b,0.058266700001695426,raw_cases/C048/methods/Ours,1,0,0,0,0,0,0.08527335968485346,0.02,0,0,0.0,0.9999999999999999,0,0.023470189414778568,0.009730108839310853,0,0,0.08527335968485346,1.4922321290590146,0.3464146949886627,6,2,6,1.5627045281940766,0.19533806602425957,0.09603254811019032,0.546760242,0.027669270833333332,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.659567382,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.10606060625000002,0.151515152,0.17424242375000001,0.333333333,0.666666667,0.16666666666666666,,0.33333333333333337,1.0
C049,IndependentCurve,proto_sw_2_3,swept,simple,1,100015,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.04871830000047339,raw_cases/C049/methods/IndependentCurve,1,0,2,0,0,9,0.0,0.02,1,0,0.0,1.0,0,0.0,0.0,2,3,0.0,2.804744178224473,0.7453992904989214,6,0,6,1.2483202992625568,0.20805338321042613,0.06604789593030165,0.38376317300000007,0.01533374451754386,0.8333333333333334,0.16666666666666666,1.0,0.0,0.0,0.353821416,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.037878787500000004,0.0606060605,0.0833333335,0.757575758,0.242424242,0.5,,0.0,0.0
C049,FixedSlot,proto_sw_2_3,swept,simple,1,100015,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,13.147025800000847,raw_cases/C049/methods/FixedSlot,1,0,0,0,0,0,0.06932811179530741,0.02,0,0,0.0,1.0,0,0.018845420644394213,0.007416507728390888,0,0,0.06932811179530741,3.9763025073896188,0.8182707839144009,6,2,6,2.6346493699622395,0.32933117124527994,0.1702010723379697,0.8088556450000001,0.045824195906432746,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.353821416,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333976525,0.10875000000000001,0.14805074099999993,0.486398518,0.513601482,0.3333333333333333,,0.33333333333333337,1.0
C049,LocalGreedy,proto_sw_2_3,swept,simple,1,100015,1,1,1,1,,,6,3,6,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__unit_candidates_v2,8e63785bca2494cd64898a8952db1a7825f582d3c80239824d6ae301fe91cca8,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.04350970000086818,raw_cases/C049/methods/LocalGreedy,1,0,0,0,0,0,0.042244290799769456,0.02,0,0,0.0,1.0,0,0.5900885327962966,0.34908600814213164,0,0,0.04240009271374661,1.487639474135027,0.3562270639294483,6,3,6,1.3106204622576765,0.1456244958064085,0.07580425199963525,0.389661299,0.016424524853801168,0.5,0.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.353821416,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0984848485,0.12121212149999999,0.166666667,0.393939394,0.606060606,0.3333333333333333,,0.33333333333333337,1.0
C049,Ours,proto_sw_2_3,swept,simple,1,100015,1,1,1,1,,,6,2,6,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__unit_candidates_v2,8e63785bca2494cd64898a8952db1a7825f582d3c80239824d6ae301fe91cca8,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1105195513__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.05065470000045025,raw_cases/C049/methods/Ours,1,0,0,0,0,0,0.042244290799769456,0.02,0,0,0.0,1.0,0,0.03947624091951162,0.03240095000495459,0,0,0.04240009271374661,1.487639474135027,0.3562270639294483,6,2,6,1.1973309086381045,0.14966636357976307,0.06587489429080573,0.42764672000000004,0.016464501096491228,0.5,0.5,0.6666666666666666,0.3333333333333333,0.0,0.353821416,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0984848485,0.12121212149999999,0.166666667,0.393939394,0.606060606,0.3333333333333333,,0.33333333333333337,1.0
C050,IndependentCurve,proto_sw_2_3,swept,simple,2,100022,1,1,0,0,,,5,0,5,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__baseline_independentcurve,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__baseline_independentcurve__selection,0.04209890000129235,raw_cases/C050/methods/IndependentCurve,1,0,1,0,0,0,0.0,0.02,1,0,0.0,1.0000000000000002,0,0.0,0.0,1,0,0.0,1.3654248683089751,0.4331151231252582,5,0,5,1.0720740709293455,0.2144148141858691,0.06081773323311483,0.420917169,0.019028691520467836,0.8,0.2,1.0,0.0,0.0,0.217394176,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.090909091,0.121212121,0.2424242430000001,0.45454545399999996,0.545454546,0.4,,0.0,0.0
C050,FixedSlot,proto_sw_2_3,swept,simple,2,100022,1,1,1,1,,,5,2,5,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple,,,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__baseline_fixedslot,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__baseline_fixedslot__unit_candidates_v2__global_unit_selection_joint_h2b,10.040525399999751,raw_cases/C050/methods/FixedSlot,1,0,0,0,0,0,0.04544656621296737,0.02,0,0,0.0,1.0000000000000002,0,0.12033702976158483,0.04931952643848487,0,0,0.053366631996039395,2.8186801003239803,0.773779000419872,5,2,5,2.0435381622488515,0.2919340231784074,0.1357011217083983,0.5604006739999999,0.031472724780701754,0.4,0.6,0.6,0.4,0.0,0.217394176,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.08750000000000002,0.12034548300000003,0.224706344,0.4852559679999999,0.5147440320000001,0.2,,0.4,1.0
C050,LocalGreedy,proto_sw_2_3,swept,simple,2,100022,1,1,1,1,,,5,3,5,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__unit_candidates_v2,b285e298c020b1bc9dbdd088c47f7d7c563d7be385a3ad54087e7da168322d9c,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_sparse5e,0.04745370000091498,raw_cases/C050/methods/LocalGreedy,1,0,0,0,0,0,0.03627611368504436,0.02,0,0,0.0,1.0000000000000002,0,0.04760835865816541,0.022200670763107864,0,0,0.036251106922800654,0.3004958694313401,0.10604519517191524,5,3,5,1.3135892487641647,0.1641986560955206,0.08940148238949706,0.525321449,0.020793357090643276,0.6,0.4,0.6,0.2,0.2,0.217394176,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.121212121,0.151515152,0.181818182,0.42424242399999995,0.575757576,0.2,,0.4,1.0
C050,Ours,proto_sw_2_3,swept,simple,2,100022,1,1,1,1,,,5,2,5,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__unit_candidates_v2,b285e298c020b1bc9dbdd088c47f7d7c563d7be385a3ad54087e7da168322d9c,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple,proto_sw_2_3__seed_1900972879__global_l1_flow_v3__density_simple__unit_candidates_v2__global_unit_selection_joint_h2b,0.06651630000123987,raw_cases/C050/methods/Ours,1,0,0,0,0,0,0.03627611368504436,0.02,0,0,0.0,1.0000000000000002,0,0.026677127293232114,0.01135934262189313,0,0,0.036251106922800654,0.3004958694313401,0.10604519517191524,5,2,5,1.2374988344774,0.17678554778248573,0.09228249644085304,0.490634348,0.01958264802631579,0.6,0.4,0.6,0.4,0.0,0.217394176,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.121212121,0.151515152,0.181818182,0.42424242399999995,0.575757576,0.2,,0.4,1.0
C051,IndependentCurve,proto_sw_2_3,swept,medium,1,100001,1,1,0,0,,,6,0,6,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium,,,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium__baseline_independentcurve,proto_sw_2_3__seed_302128940__global_l1_flow_v3__density_medium__baseline_independentcurve__selection,0.04482549999738694,raw_cases/C051/methods/IndependentCurve,1,0,1,0,0,6,0.0,0.02,1,0,0.0,1.0000000000000002,0,0.0,0.0,1,2,0.0,2.811468554385029,0.46702037857894974,6,0,6,1.252315361505403,0.20871922691756717,0.07189480795623023,0.456827654,0.01544796235380117,0.5,0.5,1.0,0.0,0.0,0.495623314,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.045454545999999985,0.090909091,0.1136363635,0.636363636,0.363636364,0.3333333333333333,,0.0,0.0
