analysis,control,prototype_id,level,metric,n,mean,median,minimum,maximum,monotonic_triplet_count,monotonic_triplet_fraction,specimen_count,unique_signature_count,unique_signature_ratio,signature_round_decimals
density_monotonicity,density,proto_sw_1_1,simple<=medium<=rich,occupied_area_ratio,30,,,,,19,0.6333333333333333,,,,
density_monotonicity,density,proto_sw_1_1,simple<=medium<=rich,root_coverage_qcov,30,,,,,28,0.9333333333333333,,,,
density_monotonicity,density,proto_sw_1_1,simple<=medium<=rich,root_gap_max,30,,,,,0,0.0,,,,
density_monotonicity,density,proto_sw_1_3,simple<=medium<=rich,density_resource_D,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_1_3,simple<=medium<=rich,l1_count,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_1_3,simple<=medium<=rich,l2_count,30,,,,,26,0.8666666666666667,,,,
density_monotonicity,density,proto_sw_1_3,simple<=medium<=rich,branchunit_count_evaluated,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_1_3,simple<=medium<=rich,ordinary_total_length,30,,,,,27,0.9,,,,
density_monotonicity,density,proto_sw_1_3,simple<=medium<=rich,ordinary_mean_length,30,,,,,1,0.03333333333333333,,,,
density_monotonicity,density,proto_sw_1_3,simple<=medium<=rich,mean_backbone_excursion,30,,,,,6,0.2,,,,
density_monotonicity,density,proto_sw_1_3,simple<=medium<=rich,vertical_span,30,,,,,8,0.26666666666666666,,,,
density_monotonicity,density,proto_sw_1_3,simple<=medium<=rich,occupied_area_ratio,30,,,,,26,0.8666666666666667,,,,
density_monotonicity,density,proto_sw_1_3,simple<=medium<=rich,root_coverage_qcov,30,,,,,25,0.8333333333333334,,,,
density_monotonicity,density,proto_sw_1_3,simple<=medium<=rich,root_gap_max,30,,,,,0,0.0,,,,
density_monotonicity,density,proto_sw_2_3,simple<=medium<=rich,density_resource_D,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_2_3,simple<=medium<=rich,l1_count,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_2_3,simple<=medium<=rich,l2_count,30,,,,,23,0.7666666666666667,,,,
density_monotonicity,density,proto_sw_2_3,simple<=medium<=rich,branchunit_count_evaluated,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_2_3,simple<=medium<=rich,ordinary_total_length,30,,,,,27,0.9,,,,
density_monotonicity,density,proto_sw_2_3,simple<=medium<=rich,ordinary_mean_length,30,,,,,15,0.5,,,,
density_monotonicity,density,proto_sw_2_3,simple<=medium<=rich,mean_backbone_excursion,30,,,,,15,0.5,,,,
density_monotonicity,density,proto_sw_2_3,simple<=medium<=rich,vertical_span,30,,,,,15,0.5,,,,
density_monotonicity,density,proto_sw_2_3,simple<=medium<=rich,occupied_area_ratio,30,,,,,21,0.7,,,,
density_monotonicity,density,proto_sw_2_3,simple<=medium<=rich,root_coverage_qcov,30,,,,,13,0.43333333333333335,,,,
density_monotonicity,density,proto_sw_2_3,simple<=medium<=rich,root_gap_max,30,,,,,18,0.6,,,,
density_monotonicity,density,proto_sw_3_1,simple<=medium<=rich,density_resource_D,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_3_1,simple<=medium<=rich,l1_count,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_3_1,simple<=medium<=rich,l2_count,30,,,,,20,0.6666666666666666,,,,
density_monotonicity,density,proto_sw_3_1,simple<=medium<=rich,branchunit_count_evaluated,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_3_1,simple<=medium<=rich,ordinary_total_length,30,,,,,28,0.9333333333333333,,,,
density_monotonicity,density,proto_sw_3_1,simple<=medium<=rich,ordinary_mean_length,30,,,,,16,0.5333333333333333,,,,
density_monotonicity,density,proto_sw_3_1,simple<=medium<=rich,mean_backbone_excursion,30,,,,,19,0.6333333333333333,,,,
density_monotonicity,density,proto_sw_3_1,simple<=medium<=rich,vertical_span,30,,,,,15,0.5,,,,
density_monotonicity,density,proto_sw_3_1,simple<=medium<=rich,occupied_area_ratio,30,,,,,26,0.8666666666666667,,,,
density_monotonicity,density,proto_sw_3_1,simple<=medium<=rich,root_coverage_qcov,30,,,,,19,0.6333333333333333,,,,
density_monotonicity,density,proto_sw_3_1,simple<=medium<=rich,root_gap_max,30,,,,,10,0.3333333333333333,,,,
density_monotonicity,density,proto_sw_3_2,simple<=medium<=rich,density_resource_D,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_3_2,simple<=medium<=rich,l1_count,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_3_2,simple<=medium<=rich,l2_count,30,,,,,25,0.8333333333333334,,,,
density_monotonicity,density,proto_sw_3_2,simple<=medium<=rich,branchunit_count_evaluated,30,,,,,30,1.0,,,,
density_monotonicity,density,proto_sw_3_2,simple<=medium<=rich,ordinary_total_length,30,,,,,22,0.7333333333333333,,,,
density_monotonicity,density,proto_sw_3_2,simple<=medium<=rich,ordinary_mean_length,30,,,,,4,0.13333333333333333,,,,
density_monotonicity,density,proto_sw_3_2,simple<=medium<=rich,mean_backbone_excursion,30,,,,,8,0.26666666666666666,,,,
density_monotonicity,density,proto_sw_3_2,simple<=medium<=rich,vertical_span,30,,,,,11,0.36666666666666664,,,,
density_monotonicity,density,proto_sw_3_2,simple<=medium<=rich,occupied_area_ratio,30,,,,,25,0.8333333333333334,,,,
density_monotonicity,density,proto_sw_3_2,simple<=medium<=rich,root_coverage_qcov,30,,,,,24,0.8,,,,
density_monotonicity,density,proto_sw_3_2,simple<=medium<=rich,root_gap_max,30,,,,,4,0.13333333333333333,,,,
paired_structural_distance,backbone,all,expanded|compact,numeric_gower_structural_distance,150,0.12480989174531473,0.12349796286370279,0.0016759948360149065,0.3181230184634456,,,,,,
paired_structural_distance,backbone,all,expanded|swept,numeric_gower_structural_distance,150,0.11439600212657398,0.11052081094246438,0.008318771664759502,0.28977521178746524,,,,,,
paired_structural_distance,backbone,all,compact|swept,numeric_gower_structural_distance,150,0.09060618365885975,0.08309572469883138,0.0012724548533957962,0.28564663679050634,,,,,,
paired_structural_distance,density,all,simple|medium,numeric_gower_structural_distance,150,0.15349283983157416,0.15509853014611147,0.0,0.30009644524870344,,,,,,
paired_structural_distance,density,all,simple|rich,numeric_gower_structural_distance,150,0.20938800441553462,0.2308344149349419,0.04086364678050014,0.32527446961741924,,,,,,
paired_structural_distance,density,all,medium|rich,numeric_gower_structural_distance,150,0.11715147255246534,0.12609296300399186,0.0,0.3054557430054529,,,,,,
seed_diversity,seed,proto_sw_1_1,expanded+medium,numeric_gower_structural_distance,45,0.16678515637331984,0.1797680685033199,0.03591646083040182,0.2588200029115329,,,10,10,1.0,6
seed_diversity,seed,proto_sw_1_3,expanded+medium,numeric_gower_structural_distance,45,0.15122829291689624,0.161409083201324,0.011824067778141007,0.26225185030446296,,,10,10,1.0,6
seed_diversity,seed,proto_sw_2_3,expanded+medium,numeric_gower_structural_distance,45,0.08418130028103088,0.08713041041094222,0.0026102251660101643,0.15970881780649954,,,10,10,1.0,6
seed_diversity,seed,proto_sw_3_1,expanded+medium,numeric_gower_structural_distance,45,0.15699905618618848,0.17327158461189884,0.014442658563753123,0.24931315690365813,,,10,10,1.0,6
seed_diversity,seed,proto_sw_3_2,expanded+medium,numeric_gower_structural_distance,45,0.12077658453177413,0.132511828296594,0.01661621136795569,0.21209893631954788,,,10,10,1.0,6
