"file","source_pdf","source_page","xref","pixel_width","pixel_height","aspect","page_rects","sha256"
"D01448673_tang_ceiling_pattern_p067_i05_x1060_571x61.png","D01448673_tang_ceiling_pattern.pdf","67","1060","571","61","9.3607","Rect(216.72000122070312, 322.8000183105469, 403.67999267578125, 342.6000061035156)","bbfefa02b53a123c3e9e0da5a3b10c1227b238843558647caef1a3f37affc756"
"D01448673_tang_ceiling_pattern_p067_i06_x1061_559x81.png","D01448673_tang_ceiling_pattern.pdf","67","1061","559","81","6.9012","Rect(218.27999877929688, 352.20001220703125, 401.2799987792969, 378.6000061035156)","74c5f50e4f9bb9ae9a8851ba59f56d2752af866ea726505b3d2670bc9e2cca46"
"D01448673_tang_ceiling_pattern_p067_i07_x1062_594x89.png","D01448673_tang_ceiling_pattern.pdf","67","1062","594","89","6.6742","Rect(213.0, 383.0400085449219, 407.2799987792969, 412.20001220703125)","c35931870baafcc2f4d8628fcc1faaea56aec9bee883d2d47a47756cdd323b55"
"D01448673_tang_ceiling_pattern_p067_i08_x1063_563x52.png","D01448673_tang_ceiling_pattern.pdf","67","1063","563","52","10.8269","Rect(218.27999877929688, 421.44000244140625, 402.3599853515625, 438.4800109863281)","eb939dc189cb1c1716ac658ab66671a16ca26388df41fea419eb8fd4dbf924c2"
"D01448673_tang_ceiling_pattern_p067_i09_x1064_732x129.png","D01448673_tang_ceiling_pattern.pdf","67","1064","732","129","5.6744","Rect(220.55999755859375, 454.32000732421875, 400.44000244140625, 486.1199951171875)","0b7cc8f9ceb43b0d04a6e373371aea992ee0a53b8629e623461d3fab6d14dd17"
"D01448673_tang_ceiling_pattern_p067_i10_x1065_573x68.png","D01448673_tang_ceiling_pattern.pdf","67","1065","573","68","8.4265","Rect(216.0, 499.91998291015625, 403.55999755859375, 522.1199951171875)","fff378f040e99c4ef35d38af9a08c40ad599793bb9bc175a9dc5ebaf4540e804"
"D01448673_tang_ceiling_pattern_p067_i11_x1066_573x71.png","D01448673_tang_ceiling_pattern.pdf","67","1066","573","71","8.0704","Rect(216.72000122070312, 531.6000366210938, 404.1600036621094, 554.760009765625)","ed80788a5a1978daf86d2331a3df573665462f99bafd2f26e0845f554e6aa87b"
"D01448673_tang_ceiling_pattern_p067_i12_x1067_571x75.png","D01448673_tang_ceiling_pattern.pdf","67","1067","571","75","7.6133","Rect(216.72000122070312, 563.280029296875, 403.55999755859375, 587.8800048828125)","9ee1eb7136b051bcc5ffc39b65d62847f41bf38db4bddd13b7d7f40e32b6df9d"
"D01448673_tang_ceiling_pattern_p067_i13_x1068_568x118.png","D01448673_tang_ceiling_pattern.pdf","67","1068","568","118","4.8136","Rect(217.55999755859375, 596.8800048828125, 402.9599914550781, 635.4000244140625)","cd52cad5cb94b8e778351c46ea00a42b8bf16bbfb68a89b63c1a609a55bcd092"
"D01448673_tang_ceiling_pattern_p067_i14_x1069_602x95.png","D01448673_tang_ceiling_pattern.pdf","67","1069","602","95","6.3368","Rect(219.72000122070312, 645.0, 399.7200012207031, 673.4400024414062)","085a65b6a02847592b44af1082a4fd42f2470619ea36ced21137f4581bdcc01d"
"D01448673_tang_ceiling_pattern_p067_i15_x1070_700x97.png","D01448673_tang_ceiling_pattern.pdf","67","1070","700","97","7.2165","Rect(217.55999755859375, 680.6400146484375, 403.08001708984375, 706.3200073242188)","e7c9fab4f0dde6b5463a3e60107a93b6db3c89837804e992600e35209c1f27a0"
"D01448673_tang_ceiling_pattern_p067_i16_x1071_554x54.png","D01448673_tang_ceiling_pattern.pdf","67","1071","554","54","10.2593","Rect(219.72000122070312, 717.5999755859375, 401.0400085449219, 735.1199951171875)","eb994c718bb2b5916913e01fa449c28e36cd5311cec11f40bfea22fb26076e52"
"D01448673_tang_ceiling_pattern_p067_i18_x962_327x34.png","D01448673_tang_ceiling_pattern.pdf","67","962","327","34","9.6176","Rect(216.0, 220.55999755859375, 403.91998291015625, 240.1199951171875)","b0f91680ca047fb0fb51feb819bc8b6a7f11ac98cedc4e743a2877e57de6f86f"
"D01448673_tang_ceiling_pattern_p068_i00_x1074_560x87.png","D01448673_tang_ceiling_pattern.pdf","68","1074","560","87","6.4368","Rect(218.27999877929688, 89.39999389648438, 401.3999938964844, 117.83999633789062)","7947358ba572df8c0377e60e8e87408ae1c56905c7dc1b24f5241a19acb332a2"
"D01448673_tang_ceiling_pattern_p080_i01_x1185_242x56.png","D01448673_tang_ceiling_pattern.pdf","80","1185","242","56","4.3214","Rect(152.75999450683594, 149.27999877929688, 286.55999755859375, 180.239990234375)","e1c963849b7872dfa0a421fdfa164c050ce124cc15982de9724375201d896cf3"
"D01448673_tang_ceiling_pattern_p080_i02_x1186_445x142.png","D01448673_tang_ceiling_pattern.pdf","80","1186","445","142","3.1338","Rect(154.1999969482422, 213.47999572753906, 285.8399963378906, 255.47999572753906)","6dddca3cbf0b1592285b99470ef35269f30e6112b89e450d4e93607ced419bbf"
"D01448673_tang_ceiling_pattern_p080_i03_x1187_465x242.png","D01448673_tang_ceiling_pattern.pdf","80","1187","465","242","1.9215","Rect(95.76000213623047, 310.79998779296875, 282.7200012207031, 408.3599853515625)","60f28af16b1d61675ea3a242a40e05ad93ef1c515941c456209cbd9df9d20785"
"D01448673_tang_ceiling_pattern_p080_i04_x1188_472x252.png","D01448673_tang_ceiling_pattern.pdf","80","1188","472","252","1.873","Rect(312.0, 311.6399841308594, 493.08001708984375, 408.239990234375)","9361d5847cb24420781d74e59502475b0cb1157ff0dd3117f1e3d38715edf623"
"D01448673_tang_ceiling_pattern_p082_i00_x1217_354x179.png","D01448673_tang_ceiling_pattern.pdf","82","1217","354","179","1.9777","Rect(91.08000183105469, 131.8800048828125, 219.47999572753906, 196.92001342773438)","f17f1a12f810ca9ed722a7473ac5d53e7ee79409e0896c88bb0b7f99390eeaf6"
"D01448673_tang_ceiling_pattern_p082_i01_x1218_427x202.png","D01448673_tang_ceiling_pattern.pdf","82","1218","427","202","2.1139","Rect(232.0800018310547, 131.16000366210938, 372.1199951171875, 197.52000427246094)","d8d816c43302b3cec5669e82ef38424ad64b48635aee6831a503f211d14389aa"
"D01448673_tang_ceiling_pattern_p082_i02_x1219_397x206.png","D01448673_tang_ceiling_pattern.pdf","82","1219","397","206","1.9272","Rect(374.760009765625, 131.16000366210938, 504.72003173828125, 198.48001098632812)","8cdaf3ba9423846b2275e33e3d4ba521099862e069bb61379e28006c00ed983c"
"D01448673_tang_ceiling_pattern_p082_i03_x1220_347x191.png","D01448673_tang_ceiling_pattern.pdf","82","1220","347","191","1.8168","Rect(98.5199966430664, 263.0400085449219, 212.27999877929688, 325.44000244140625)","513684fde4737c1f17892abfe56d722d5e01d3be30a0a17c4f50ef951bd7943d"
"D01448673_tang_ceiling_pattern_p082_i04_x1221_355x197.png","D01448673_tang_ceiling_pattern.pdf","82","1221","355","197","1.802","Rect(239.27999877929688, 261.6000061035156, 355.55999755859375, 326.1600036621094)","b7692ee9cf94f3d2d7d56cc04de80e1844c1601a2575f6e3f50d3f433b43b012"
"D01448673_tang_ceiling_pattern_p082_i06_x1223_405x204.png","D01448673_tang_ceiling_pattern.pdf","82","1223","405","204","1.9853","Rect(101.27999877929688, 389.760009765625, 236.16000366210938, 457.67999267578125)","62a20f51a00a3c825435632468f44eee4b83e3e07db65f5b5bb11bbf754debe2"
"D01448673_tang_ceiling_pattern_p082_i07_x1224_593x176.png","D01448673_tang_ceiling_pattern.pdf","82","1224","593","176","3.3693","Rect(263.6400146484375, 388.9200134277344, 499.67999267578125, 458.8800048828125)","06e1ff4ae56d22add15cb3f187f3e8cdf2405c3a2c06488435f6befb42791a15"
"D01448673_tang_ceiling_pattern_p083_i00_x1233_472x311.png","D01448673_tang_ceiling_pattern.pdf","83","1233","472","311","1.5177","Rect(132.1199951171875, 328.9200134277344, 239.16000366210938, 399.4800109863281)","069ec498b2d24e0f299d5ce47aae10e3fa43d35b13daeda412edfb53e0abeca2"
"D01448673_tang_ceiling_pattern_p083_i01_x1234_282x94.png","D01448673_tang_ceiling_pattern.pdf","83","1234","282","94","3.0","Rect(293.2799987792969, 328.9079895019531, 509.760009765625, 400.67999267578125)","035ffc0cb55f2ac6853add4af2545118c7ce6873602b2510f2c1b40b12310cb5"
"D01448673_tang_ceiling_pattern_p084_i00_x1246_548x291.png","D01448673_tang_ceiling_pattern.pdf","84","1246","548","291","1.8832","Rect(107.04000091552734, 92.8800048828125, 286.20001220703125, 188.16000366210938)","0b18017550f8c8dc20202972762768e80b4c1228ba6224a29f4a7fb2e21f5d78"
"D01448673_tang_ceiling_pattern_p085_i01_x1258_378x227.png","D01448673_tang_ceiling_pattern.pdf","85","1258","378","227","1.6652","Rect(211.8000030517578, 87.35999298095703, 335.3999938964844, 161.75999450683594)","99a81b6fef6ab961954c8b153f90fcf32a7be8cef79ae772e2dd1d4adc663717"
"D01448673_tang_ceiling_pattern_p085_i02_x1259_401x187.png","D01448673_tang_ceiling_pattern.pdf","85","1259","401","187","2.1444","Rect(353.2799987792969, 88.91999816894531, 504.7200012207031, 159.72000122070312)","b0de9d9369eb15f1ad662368b859558073367cdb5038a8ebe6aa6b489a0842f4"
"D01448673_tang_ceiling_pattern_p085_i05_x1262_328x205.png","D01448673_tang_ceiling_pattern.pdf","85","1262","328","205","1.6","Rect(385.79998779296875, 204.8400115966797, 493.1999816894531, 272.0400085449219)","efdbcf5df02609eac85ac0bbe6ce4e3d6f538f3455552a8ae266ca90ae070178"
"D01448673_tang_ceiling_pattern_p086_i00_x1269_400x145.png","D01448673_tang_ceiling_pattern.pdf","86","1269","400","145","2.7586","Rect(92.4000015258789, 148.92001342773438, 223.44000244140625, 196.32000732421875)","8ad0923f0fd3a4e1abd48020b2f07b243da8b566e1ef92897322ee99982324d8"
"D01448673_tang_ceiling_pattern_p086_i01_x1270_350x187.png","D01448673_tang_ceiling_pattern.pdf","86","1270","350","187","1.8717","Rect(252.1199951171875, 142.1999969482422, 366.6000061035156, 203.39999389648438)","171b8449b301237dc2581a1b25adcf3eee47855914b9a583bd4d8bb0d836dbd5"
"D01448673_tang_ceiling_pattern_p086_i02_x1271_380x206.png","D01448673_tang_ceiling_pattern.pdf","86","1271","380","206","1.8447","Rect(95.76000213623047, 276.7200012207031, 220.32000732421875, 344.0400085449219)","cfe7f1a12b6daa902716e5338792e227bde7668fddadd0145fd7cfce93382664"
"D01448673_tang_ceiling_pattern_p086_i03_x1272_401x177.png","D01448673_tang_ceiling_pattern.pdf","86","1272","401","177","2.2655","Rect(237.1199951171875, 278.280029296875, 382.44000244140625, 342.48004150390625)","0fed243dba3c36c1a47c4f64a9716acd4337b7a5d1c5c03c1e273354ae53a4e4"
"D01448673_tang_ceiling_pattern_p094_i00_x1355_1052x215.png","D01448673_tang_ceiling_pattern.pdf","94","1355","1052","215","4.893","Rect(110.87999725341797, 86.63999938964844, 484.67999267578125, 163.0800018310547)","099cd21e31b1817870845c5dbd74248ecea81940cdc84d12256cb9cdc2f6733d"
"D01448673_tang_ceiling_pattern_p095_i00_x1362_410x256.png","D01448673_tang_ceiling_pattern.pdf","95","1362","410","256","1.6016","Rect(94.91999816894531, 90.12001037597656, 230.8800048828125, 174.9600067138672)","b5af5184cd7e55a538893b5c591716d804c2019a249c6b80a5b8b4f5f3f7c1f0"
"D01448673_tang_ceiling_pattern_p095_i01_x1363_576x362.png","D01448673_tang_ceiling_pattern.pdf","95","1363","576","362","1.5912","Rect(246.24000549316406, 93.83999633789062, 369.0, 171.0)","c8d6e8852f8b93b5707d05439c62a17c0057b39048b5a678b0f896f505b8b1a6"
"D01448673_tang_ceiling_pattern_p096_i00_x1378_268x165.png","D01448673_tang_ceiling_pattern.pdf","96","1378","268","165","1.6242","Rect(136.67999267578125, 137.16000366210938, 224.27999877929688, 191.27999877929688)","3a25c5190785428886b850aae254d6a63cd71f94477117f749823be6c61a8779"
"D01448673_tang_ceiling_pattern_p096_i01_x1379_306x152.png","D01448673_tang_ceiling_pattern.pdf","96","1379","306","152","2.0132","Rect(243.0, 139.3199920654297, 342.9599914550781, 189.1199951171875)","7d566f4dd624486222d2a078c22017a5fe92fe853415806ebe443193b1943874"
"D01448673_tang_ceiling_pattern_p096_i02_x1380_306x119.png","D01448673_tang_ceiling_pattern.pdf","96","1380","306","119","2.5714","Rect(130.1999969482422, 202.67999267578125, 230.16000366210938, 241.67999267578125)","da1ca7787daf736f59fbba5edaa85b63de79b454718827774135206a88679748"
"D01448673_tang_ceiling_pattern_p096_i03_x1381_306x122.png","D01448673_tang_ceiling_pattern.pdf","96","1381","306","122","2.5082","Rect(243.0, 202.67999267578125, 342.9599914550781, 242.63998413085938)","70130831f560995bb305a1c5bc3ce90cd42309b80ac01aece59551c312bce655"
"D01448673_tang_ceiling_pattern_p096_i04_x1382_309x160.png","D01448673_tang_ceiling_pattern.pdf","96","1382","309","160","1.9312","Rect(130.1999969482422, 253.0800018310547, 231.36000061035156, 305.2799987792969)","7101624e5709754efc23b3e44432c8e39551b860764747d1dd7d1a0fb6ea750f"
"D01448673_tang_ceiling_pattern_p096_i05_x1383_309x160.png","D01448673_tang_ceiling_pattern.pdf","96","1383","309","160","1.9312","Rect(242.52000427246094, 253.0800018310547, 343.67999267578125, 305.2799987792969)","79bbe78a36664c627faee2a0750d88e165ae398c004eb51929ef29bc87e0c0a0"
"D01448673_tang_ceiling_pattern_p096_i06_x1384_309x160.png","D01448673_tang_ceiling_pattern.pdf","96","1384","309","160","1.9312","Rect(130.1999969482422, 317.3999938964844, 231.36000061035156, 369.6000061035156)","af7a93fa094f9c8301bdbc435da7277d47a871535a0635e7edc72314ad73c907"
"D01448673_tang_ceiling_pattern_p096_i07_x1385_309x160.png","D01448673_tang_ceiling_pattern.pdf","96","1385","309","160","1.9312","Rect(242.52000427246094, 317.3999938964844, 343.67999267578125, 369.6000061035156)","f2221cfa6433a804367a973001b22278e217bcdd57bec7eb4f2745b2e09c74c6"
"D01448673_tang_ceiling_pattern_p096_i09_x1387_306x154.png","D01448673_tang_ceiling_pattern.pdf","96","1387","306","154","1.987","Rect(130.17999267578125, 446.760009765625, 230.5, 497.1600036621094)","52740c2a46f2101f91319bbfb833b3727ad070724036fcf5e4c09bd00ce331ce"
"D01448673_tang_ceiling_pattern_p096_i10_x1388_306x154.png","D01448673_tang_ceiling_pattern.pdf","96","1388","306","154","1.987","Rect(242.52000427246094, 446.760009765625, 342.7200012207031, 497.1600036621094)","ae95c5b1685bafe55716c421843c18c78417777811f14be7e901705c0fea6b29"
"D01448673_tang_ceiling_pattern_p096_i11_x1389_306x154.png","D01448673_tang_ceiling_pattern.pdf","96","1389","306","154","1.987","Rect(130.67999267578125, 510.9599914550781, 230.63998413085938, 561.239990234375)","d8f1128e94c380ea663ff39debdced64ca34de3370c445d077e0de31ae3d06cd"
"D01448673_tang_ceiling_pattern_p096_i12_x1390_306x154.png","D01448673_tang_ceiling_pattern.pdf","96","1390","306","154","1.987","Rect(243.0, 510.9599914550781, 342.9599914550781, 561.239990234375)","fdeed40d3f1575b7788aa82e6fd4d217d0196a60b7a09abd72f62b7a3c66a974"
"D01448673_tang_ceiling_pattern_p133_i00_x1880_606x46.png","D01448673_tang_ceiling_pattern.pdf","133","1880","606","46","13.1739","Rect(204.1199951171875, 147.59999084472656, 413.5199890136719, 163.55999755859375)","9b06930d947f1cb49cef29bc7d2b5485585a6f5d4a3ed381a55ef01dd4dde04f"
"D01448673_tang_ceiling_pattern_p133_i01_x1881_617x56.png","D01448673_tang_ceiling_pattern.pdf","133","1881","617","56","11.0179","Rect(204.1199951171875, 184.92001342773438, 412.79998779296875, 203.8800048828125)","67656c84f6a5698b2c871a18dc3308c1152fca01fdb33115d461b96a18032db7"
"D01448673_tang_ceiling_pattern_p133_i02_x1882_264x27.png","D01448673_tang_ceiling_pattern.pdf","133","1882","264","27","9.7778","Rect(204.1199951171875, 222.24000549316406, 414.0, 243.72000122070312)","8e473fcb358bcd8290c9ee2ce7dde6c8d319ea6be4d9132a65e0654a827ff044"
"D01448673_tang_ceiling_pattern_p133_i03_x1883_504x77.png","D01448673_tang_ceiling_pattern.pdf","133","1883","504","77","6.5455","Rect(204.1199951171875, 263.7599792480469, 413.3999938964844, 295.67999267578125)","c30af8f974e71723d0cd63712a47e935b42ec5b9a2a39e1f227421cc3e835b3b"
"D01448673_tang_ceiling_pattern_p133_i04_x1884_276x44.png","D01448673_tang_ceiling_pattern.pdf","133","1884","276","44","6.2727","Rect(203.39999389648438, 317.7599792480469, 413.5199890136719, 351.239990234375)","2e0858af47dfe9f9bc4c1faca4430ed9857043bf10cb9e643266969ed2119226"
"D01448673_tang_ceiling_pattern_p133_i05_x1885_287x31.png","D01448673_tang_ceiling_pattern.pdf","133","1885","287","31","9.2581","Rect(201.1199951171875, 369.8399963378906, 415.67999267578125, 393.0)","01cf8a7fd10ef4478961d4f184e2df83f92f8f66426e5c8e62dd5ab9fee4c740"
"D01448673_tang_ceiling_pattern_p133_i06_x1886_347x35.png","D01448673_tang_ceiling_pattern.pdf","133","1886","347","35","9.9143","Rect(201.9600067138672, 409.3199768066406, 415.08001708984375, 430.79998779296875)","43fdf87eecd961983cbed333169e5b76bc0106b1b704765947e55d6d01d89ffd"
"D01448673_tang_ceiling_pattern_p133_i07_x1887_298x29.png","D01448673_tang_ceiling_pattern.pdf","133","1887","298","29","10.2759","Rect(202.67999267578125, 448.91998291015625, 415.67999267578125, 469.67999267578125)","ca66a8d954fbca6c8715a41222a38ebec7feb89a466c18c277adeca6c4d6c00d"
"D01448673_tang_ceiling_pattern_p133_i11_x1891_324x52.png","D01448673_tang_ceiling_pattern.pdf","133","1891","324","52","6.2308","Rect(201.1199951171875, 589.3200073242188, 415.67999267578125, 623.760009765625)","4b0634e1c29ee1651eb046e8fd3549b0b3fba1656dcdabf69739474cf3a733bc"
"D01448673_tang_ceiling_pattern_p133_i12_x1892_235x29.png","D01448673_tang_ceiling_pattern.pdf","133","1892","235","29","8.1034","Rect(201.1199951171875, 639.9599609375, 416.760009765625, 666.5999755859375)","6230372d8127d56f1f91119da14d953df1ec10f6959c5468fa819050a93ddc44"
"D01448673_tang_ceiling_pattern_p133_i13_x1893_395x41.png","D01448673_tang_ceiling_pattern.pdf","133","1893","395","41","9.6341","Rect(201.1199951171875, 681.0, 416.760009765625, 703.4400024414062)","bebd42df22d621e7863aa86e717a04c9d1e662407591ca410eaf6ec080c735ce"
"D01448673_tang_ceiling_pattern_p134_i00_x1898_399x41.png","D01448673_tang_ceiling_pattern.pdf","134","1898","399","41","9.7317","Rect(200.39999389648438, 93.4800033569336, 417.7200012207031, 115.80000305175781)","720e8b8e7c96b49cbd39a66cbf06b290427256697546612d1b73245f2f78f81e"
"D01448673_tang_ceiling_pattern_p134_i01_x1899_416x53.png","D01448673_tang_ceiling_pattern.pdf","134","1899","416","53","7.8491","Rect(201.9600067138672, 129.24000549316406, 416.0400085449219, 156.60000610351562)","187a027cd8123dec2bf5b8c692bfc009ec28b52473c61759f1912139de2ec96c"
"D01448673_tang_ceiling_pattern_p134_i02_x1900_293x29.png","D01448673_tang_ceiling_pattern.pdf","134","1900","293","29","10.1034","Rect(200.39999389648438, 171.0, 416.760009765625, 192.36000061035156)","1ef6d487d61f6e9a46403c0e5fb74dcee748d7655705cb1f726d160d90b07220"
"D01448673_tang_ceiling_pattern_p134_i03_x1901_401x42.png","D01448673_tang_ceiling_pattern.pdf","134","1901","401","42","9.5476","Rect(200.39999389648438, 209.16000366210938, 416.8800048828125, 231.83999633789062)","0c6c6c98010217f714a716c8a0b03c3ef3c08c788f2ae52e3e737d5008188858"
"D01448673_tang_ceiling_pattern_p134_i04_x1902_238x26.png","D01448673_tang_ceiling_pattern.pdf","134","1902","238","26","9.1538","Rect(201.1199951171875, 247.9199981689453, 417.1199951171875, 271.55999755859375)","a3bc8c131aa5dc124406fa135196904b18e2c4b316b3b6ada2295ef55f32b981"
"D01448673_tang_ceiling_pattern_p134_i05_x1903_352x54.png","D01448673_tang_ceiling_pattern.pdf","134","1903","352","54","6.5185","Rect(200.39999389648438, 289.44000244140625, 417.5999755859375, 322.79998779296875)","3eac1777766befb2b04818ee0742e5e1b73c711dec31dfe6224a63bcd3bdabfa"
"D01448673_tang_ceiling_pattern_p134_i06_x1904_412x57.png","D01448673_tang_ceiling_pattern.pdf","134","1904","412","57","7.2281","Rect(199.67999267578125, 337.67999267578125, 417.47998046875, 367.79998779296875)","f2783b6f4bc6a8f82ed8006de6ecbe677fec4a365eaf5e2f61d5918f70d3f5e3"
"D01448673_tang_ceiling_pattern_p134_i07_x1905_263x30.png","D01448673_tang_ceiling_pattern.pdf","134","1905","263","30","8.7667","Rect(201.1199951171875, 379.55999755859375, 415.91998291015625, 404.0400085449219)","640f1a5e55d14facc4b2deea302d647046232ef0c59438c4a9f095268ce8684a"
"D01448673_tang_ceiling_pattern_p134_i08_x1906_362x48.png","D01448673_tang_ceiling_pattern.pdf","134","1906","362","48","7.5417","Rect(199.67999267578125, 416.0400085449219, 417.239990234375, 444.8399963378906)","96a1cf7e1787e3fbb0359c74db951ff2a4a7a6bf8dc9f4d49b9a646e172915ad"
"D01448673_tang_ceiling_pattern_p134_i09_x1907_476x61.png","D01448673_tang_ceiling_pattern.pdf","134","1907","476","61","7.8033","Rect(200.39999389648438, 455.6400146484375, 417.3599853515625, 483.4800109863281)","5b922442eb16f002bc403e8cf1700b513151807ef7a0c23d012baf52aa2a04b3"
"D01448673_tang_ceiling_pattern_p134_i10_x1908_585x55.png","D01448673_tang_ceiling_pattern.pdf","134","1908","585","55","10.6364","Rect(199.67999267578125, 498.1200256347656, 417.9599914550781, 518.6400146484375)","efab87271606a1d8cbfdde4223de6c00cbc3af0b9e23df2cf16a4898a10d8644"
"D01448673_tang_ceiling_pattern_p134_i11_x1909_382x45.png","D01448673_tang_ceiling_pattern.pdf","134","1909","382","45","8.4889","Rect(199.67999267578125, 534.0, 418.0799865722656, 559.6799926757812)","84262fd6364c3ce8129113c5058a5693fe07fbb3f60104ad8d1ad5d9218bfdba"
"D01448673_tang_ceiling_pattern_p134_i12_x1910_421x37.png","D01448673_tang_ceiling_pattern.pdf","134","1910","421","37","11.3784","Rect(199.67999267578125, 576.47998046875, 418.44000244140625, 595.6799926757812)","a57b3891e47964931d3ca3104797f2cdfdf82ccb516570f9adf62c341d64bc3a"
"D01448673_tang_ceiling_pattern_p134_i13_x1911_387x40.png","D01448673_tang_ceiling_pattern.pdf","134","1911","387","40","9.675","Rect(199.67999267578125, 613.0800170898438, 417.8399963378906, 635.6400146484375)","105a8c33377ec4e62d06cdf95bfbc4d44290ae881d50bba04c7443bb60902ec2"
"D01448673_tang_ceiling_pattern_p134_i14_x1912_385x45.png","D01448673_tang_ceiling_pattern.pdf","134","1912","385","45","8.5556","Rect(198.9600067138672, 650.4000244140625, 418.20001220703125, 675.9600219726562)","3ac43881120a167ff365bc95994d10d2950d5a2b3499df0c4aa53c5f0c6f54dc"
"D01448673_tang_ceiling_pattern_p134_i15_x1913_642x89.png","D01448673_tang_ceiling_pattern.pdf","134","1913","642","89","7.2135","Rect(198.9600067138672, 686.8800048828125, 418.20001220703125, 717.239990234375)","322beaad588200bee1e589c1462662f506c07a23c3f2420da1eef24ebe902b90"
"D01448673_tang_ceiling_pattern_p134_i16_x1914_275x35.png","D01448673_tang_ceiling_pattern.pdf","134","1914","275","35","7.8571","Rect(199.67999267578125, 727.199951171875, 418.0799865722656, 755.0399780273438)","0fe1169e46e34935065027e855e2e6c64105ae7ea719e763d04178e7a1e58ac6"
"D01448673_tang_ceiling_pattern_p135_i00_x1917_406x56.png","D01448673_tang_ceiling_pattern.pdf","135","1917","406","56","7.25","Rect(199.67999267578125, 88.91999816894531, 417.719970703125, 118.91999816894531)","1bde25404f449774c714f15815c43bce81d54f20c574757a14bb71539175edc9"
"D01448673_tang_ceiling_pattern_p135_i01_x1918_295x40.png","D01448673_tang_ceiling_pattern.pdf","135","1918","295","40","7.375","Rect(200.39999389648438, 128.52000427246094, 417.239990234375, 157.9199981689453)","131a84dc3c41c1ec67c850c03c748efcbe1a124f43715eb5a3d8cf013b1a087c"
"D01448673_tang_ceiling_pattern_p135_i02_x1919_332x36.png","D01448673_tang_ceiling_pattern.pdf","135","1919","332","36","9.2222","Rect(199.67999267578125, 170.27999877929688, 418.55999755859375, 194.0399932861328)","afac9234b80283f61a42ef8678020ebb384522885f31a7df0abd949f2e4ba374"
"D01448673_tang_ceiling_pattern_p135_i03_x1920_405x39.png","D01448673_tang_ceiling_pattern.pdf","135","1920","405","39","10.3846","Rect(200.39999389648438, 210.60000610351562, 417.5999755859375, 231.60000610351562)","635b1c4ff68e513ce320f4b112219fecfdc11ea1d5a3b4f5689c58aa2587ed1b"
"D01448673_tang_ceiling_pattern_p135_i04_x1921_259x27.png","D01448673_tang_ceiling_pattern.pdf","135","1921","259","27","9.5926","Rect(199.67999267578125, 247.9199981689453, 418.20001220703125, 270.7200012207031)","cd69942322345977a582b48fdcaa22706ec44bc6f3564936ff533931aad3ace4"
"D01448673_tang_ceiling_pattern_p135_i05_x1922_534x60.png","D01448673_tang_ceiling_pattern.pdf","135","1922","534","60","8.9","Rect(200.39999389648438, 285.96002197265625, 417.7200012207031, 310.32000732421875)","55439f9960c55b408624e90e8f0fec26d0acfa6da660bd99d6250621916f9aea"
"D01448673_tang_ceiling_pattern_p135_i06_x1923_731x104.png","D01448673_tang_ceiling_pattern.pdf","135","1923","731","104","7.0288","Rect(201.9600067138672, 321.7200012207031, 415.9200134277344, 352.20001220703125)","1ed0f101e8343e330ece60a09cfb35720c3732da4904800acc21ae422e5eed4a"
"D01448673_tang_ceiling_pattern_p135_i07_x1924_553x85.png","D01448673_tang_ceiling_pattern.pdf","135","1924","553","85","6.5059","Rect(201.1199951171875, 366.9599914550781, 416.8800048828125, 400.0799865722656)","7f6fc03b7888029c225b574dd8b3aef65683b752e526886418f9aa916b975b85"
"D01448673_tang_ceiling_pattern_p135_i08_x1925_657x110.png","D01448673_tang_ceiling_pattern.pdf","135","1925","657","110","5.9727","Rect(199.67999267578125, 420.239990234375, 418.32000732421875, 456.8399963378906)","d9759bcf8592a45127664e1b83ed86b840f3ad506b369e2428a31f9ce224251b"
"D01448673_tang_ceiling_pattern_p135_i09_x1926_741x118.png","D01448673_tang_ceiling_pattern.pdf","135","1926","741","118","6.2797","Rect(198.9600067138672, 475.79998779296875, 418.55999755859375, 510.8399963378906)","f4ec4563e6662b4c5e8d17c409aabfd885545aece6d027fb667d06cd14cf5e61"
"D01448673_tang_ceiling_pattern_p135_i10_x1927_661x97.png","D01448673_tang_ceiling_pattern.pdf","135","1927","661","97","6.8144","Rect(200.39999389648438, 531.9600219726562, 416.8800048828125, 563.760009765625)","d69a6841b51b7587f01fa2016e4ae9922b110a9206c6d69e1f18d2c677cd0544"
"D01448673_tang_ceiling_pattern_p135_i11_x1928_672x110.png","D01448673_tang_ceiling_pattern.pdf","135","1928","672","110","6.1091","Rect(200.39999389648438, 585.239990234375, 417.1199951171875, 620.760009765625)","df607376c745280ec96b1acc8e70f23871f02135b5d06131f17e8cf831448477"
"D01448673_tang_ceiling_pattern_p135_i12_x1929_311x43.png","D01448673_tang_ceiling_pattern.pdf","135","1929","311","43","7.2326","Rect(200.39999389648438, 634.3200073242188, 417.5999755859375, 664.3200073242188)","18340ed2ac531c364814e56e4dafcb329887f1d4d007f928eebb39394babb129"
"D01448673_tang_ceiling_pattern_p135_i13_x1930_711x101.png","D01448673_tang_ceiling_pattern.pdf","135","1930","711","101","7.0396","Rect(200.39999389648438, 673.0799560546875, 417.47998046875, 703.9199829101562)","2375d6981237c9030e40c605c74037e39a0b785f64a3789661683ded561d34bd"
